#,LeagueCP,Name,SpeciesID,Moves Set,BEST,DEFAULT,DEFAULT_XS,MAX,b2x,b2d,b2m,x2d,x2m,d2m,RESULT,IV
330,1500,Giratina (Origin),giratina_origin,2001-03-02,15-3-15-15,15-6-13-10,,14-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,14-15-15-15
331,1500,Glaceon,glaceon,2001-01-03,18-0-15-12,18-4-14-7,18.5-8-10-14,16.5-15-15-15,-,0.00%,3.00%,-,-,-25.00%,M,16.5-15-15-15
332,1500,Glalie,glalie,2001-01-03,27.5-0-13-13,27-4-11-13,18.5-8-10-14,24.5-15-15-15,-,0.00%,1.00%,-,-,-10.00%,M,24.5-15-15-15
333,1500,Glameow,glameow,2000-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
334,1500,Gligar,gligar,2001-03-04,33-0-15-12,30.5-4-15-15,,28-15-15-15,-,1.00%,4.00%,-,-,2.00%,B,33-0-15-12
335,1500,Gligar (Shadow),gligar_shadow,2001-04-02,33-0-15-12,30.5-4-15-15,,28-15-15-15,-,0.00%,2.00%,-,-,2.00%,D,30.5-4-15-15
336,1500,Gliscor,gliscor,2001-02-03,21-1-15-14,21-4-13-9,,19.5-15-15-15,-,-7.00%,-5.00%,-,-,-5.00%,M,19.5-15-15-15
337,1500,Gliscor (Shadow),gliscor_shadow,2001-02-04,21-1-15-14,21-4-13-9,14-13-13-15,19.5-15-15-15,-,0.00%,3.00%,-,-,-33.00%,M,19.5-15-15-15
338,1500,Gloom,gloom,2001-04-02,39.5-0-12-14,37.5-5-12-13,14-13-13-15,32-15-15-15,-,2.00%,5.00%,-,-,3.00%,B,39.5-0-12-14
339,1500,Gloom (Shadow),gloom_shadow,2001-04-02,39.5-0-12-14,37.5-5-12-13,,32-15-15-15,-,5.00%,5.00%,-,-,3.00%,B,39.5-0-12-14
340,1500,Gogoat,gogoat,2001-02-03,20-2-15-15,19.5-6-15-15,,18.5-15-15-15,-,-16.00%,19.00%,-,-,17.00%,D,19.5-6-15-15
341,1500,Golbat,golbat,2001-03-05,29-0-15-15,29-4-8-14,,26.5-15-15-15,-,1.00%,-30.00%,-,-,-16.00%,M,26.5-15-15-15
342,1500,Golbat (Shadow),golbat_shadow,2001-04-05,29-0-15-15,29-4-8-14,,26.5-15-15-15,-,-1.00%,1.00%,-,-,4.00%,D,29-4-8-14
343,1500,Goldeen,goldeen,2000-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
344,1500,Golduck,golduck,2001-02-04,23.5-0-10-14,22.5-7-15-11,,21-15-15-15,-,81.00%,88.00%,-,-,-1.00%,B,23.5-0-10-14
345,1500,Golduck (Shadow),golduck_shadow,2001-02-05,23.5-0-10-14,22.5-7-15-11,,21-15-15-15,-,-16.00%,44.00%,-,-,-14.00%,M,21-15-15-15
346,1500,Golem,golem,2000-04-02,19-1-14-15,19-4-11-12,,17.5-15-15-15,-,-33.00%,-32.00%,-,-,-32.00%,M,17.5-15-15-15
347,1500,Golem (Alolan),golem_alolan,2001-03-01,19-1-14-15,19-4-11-12,,17.5-15-15-15,-,-13.00%,19.00%,-,-,1.00%,D,19-4-11-12
348,1500,Golett,golett,2001-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
349,1500,Golurk,golurk,2001-03-02,19.5-2-15-14,19.5-5-10-15,,18-15-15-15,-,0.00%,35.00%,-,-,0.00%,M,18-15-15-15
350,1500,Goodra,goodra,2000-03-02,16-1-14-14,16-4-14-7,13.5-7-14-9,14.5-15-15-15,-,2.00%,2.00%,-,-,8.00%,B,16-1-14-14
351,1500,Goomy,goomy,2001-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
352,1500,Gorebyss,gorebyss,2001-02-03,22.5-0-15-15,22.5-5-8-14,,21-15-15-15,-,0.00%,4.00%,-,-,3.00%,D,22.5-5-8-14
353,1500,Gothita,gothita,2000-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
354,1500,Gothitelle,gothitelle,2001-03-02,23.5-0-15-15,23.5-4-7-14,,21.5-15-15-15,-,-28.00%,-25.00%,-,-,-25.00%,M,21.5-15-15-15
355,1500,Gothorita,gothorita,2000-03-01,43-0-15-14,41.5-4-11-15,,35-15-15-15,-,-26.00%,-22.00%,-,-,-22.00%,M,35-15-15-15
356,1500,Gourgeist,gourgeist,2000-03-04,24-0-14-13,23.5-5-14-11,,21.5-15-15-15,-,-15.00%,-2.00%,-,-,-1.00%,M,21.5-15-15-15
357,1500,Granbull,granbull,2001-01-02,22-0-15-15,22-4-9-15,,20.5-15-15-15,-,0.00%,0.00%,-,-,42.00%,D,22-4-9-15
358,1500,Graveler,graveler,2000-03-02,30.5-0-14-15,30.5-4-6-15,,27.5-15-15-15,-,-17.00%,51.00%,-,-,-13.00%,M,27.5-15-15-15
359,1500,Graveler (Alolan),graveler_alolan,2001-02-01,30.5-0-14-15,30.5-4-6-15,,27.5-15-15-15,-,-20.00%,-16.00%,-,-,69.00%,D,30.5-4-6-15
360,1500,Greninja,greninja,2000-03-04,21-3-15-12,21-5-14-9,,19.5-15-15-15,-,-11.00%,12.00%,-,-,11.00%,D,21-5-14-9
361,1500,Grimer,grimer,2002-01-04,50-10-15-14,49-13-13-15,,47-15-15-15,-,-46.00%,-46.00%,-,-,-46.00%,M,47-15-15-15
362,1500,Grimer (Alolan),grimer_alolan,2002-01-03,50-10-15-14,49-13-13-15,,47-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,47-15-15-15
363,1500,Grimer (Shadow),grimer_shadow,2001-02-04,50-10-15-14,49-13-13-15,,47-15-15-15,-,-36.00%,-35.00%,-,-,-24.00%,M,47-15-15-15
364,1500,Grotle,grotle,2001-01-02,31.5-0-15-11,30.5-4-15-7,,27.5-15-15-15,-,-1.00%,1.00%,-,-,0.00%,M,27.5-15-15-15
365,1500,Grotle (Shadow),grotle_shadow,2001-01-02,31.5-0-15-11,30.5-4-15-7,,27.5-15-15-15,-,0.00%,4.00%,-,-,1.00%,D,30.5-4-15-7
366,1500,Groudon,groudon,2000-03-01,13.5-1-14-13,13.5-6-10-9,,12.5-15-15-15,-,-18.00%,-17.00%,-,-,18.00%,D,13.5-6-10-9
367,1500,Grovyle,grovyle,2000-03-01,38.5-0-15-14,37.5-5-11-14,14.5-7-9-12,32.5-15-15-15,-,1.00%,3.00%,-,-,-66.00%,B,38.5-0-15-14
368,1500,Growlithe,growlithe,2001-01-02,50-15-15-15,50-15-15-15,14.5-7-9-12,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
369,1500,Growlithe (Shadow),growlithe_shadow,2001-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
370,1500,Grumpig,grumpig,2001-03-02,24-1-14-15,24-4-8-14,,22-15-15-15,-,-47.00%,-45.00%,-,-,-45.00%,M,22-15-15-15
371,1500,Gulpin,gulpin,2001-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
372,1500,Gurdurr,gurdurr,2001-01-03,26-1-15-15,25.5-5-14-14,,24-15-15-15,-,2.00%,1.00%,-,-,-5.00%,B,26-1-15-15
373,1500,Gyarados,gyarados,2003-01-02,16.5-0-14-15,16.5-4-13-8,,15-15-15-15,-,-17.00%,-4.00%,-,-,6.00%,D,16.5-4-13-8
374,1500,Gyarados (Mega),gyarados_mega,2001-01-02,12-0-9-9,11.5-7-14-13,18-8-12-11,11-15-15-15,-,0.00%,25.00%,-,-,27.00%,D,11.5-7-14-13
375,1500,Gyarados (Shadow),gyarados_shadow,2003-01-02,16.5-0-14-15,16.5-4-13-8,18-8-12-11,15-15-15-15,-,2.00%,2.00%,-,-,0.00%,B,16.5-0-14-15
376,1500,Happiny,happiny,0-1-0,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
377,1500,Hariyama,hariyama,2001-01-03,20-0-14-14,19.5-4-14-15,48-9-13-15,18.5-15-15-15,-,17.00%,17.00%,-,-,0.00%,B,20-0-14-14
378,1500,Haunter,haunter,2002-03-02,28.5-1-15-14,28-5-14-14,,26.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,26.5-15-15-15
379,1500,Hawlucha,hawlucha,2001-01-03,23.5-0-14-15,23.5-4-15-6,,21.5-15-15-15,-,-26.00%,-26.00%,-,-,-26.00%,M,21.5-15-15-15
380,1500,Haxorus,haxorus,2000-01-03,15.5-0-14-13,15-8-13-15,,14.5-15-15-15,-,11.00%,11.00%,-,-,10.00%,B,15.5-0-14-13
381,1500,Heatmor,heatmor,2000-01-03,23.5-0-15-15,23-4-14-15,,21.5-15-15-15,-,-37.00%,58.00%,-,-,-34.00%,M,21.5-15-15-15
382,1500,Heatran,heatran,2001-02-03,15-1-13-10,14.5-7-12-15,,13.5-15-15-15,-,0.00%,57.00%,-,-,3.00%,D,14.5-7-12-15
383,1500,Heliolisk,heliolisk,2002-02-04,21.5-0-15-15,21-5-15-15,,20-15-15-15,-,47.00%,-20.00%,-,-,-20.00%,M,20-15-15-15
384,1500,Helioptile,helioptile,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
385,1500,Heracross,heracross,2000-01-03,18-0-15-15,17.5-7-14-15,,16.5-15-15-15,-,8.00%,8.00%,-,-,0.00%,B,18-0-15-15
386,1500,Herdier,herdier,2000-03-02,43-1-15-15,41.5-5-13-14,,36-15-15-15,-,15.00%,5.00%,-,-,4.00%,B,43-1-15-15
387,1500,Hippopotas,hippopotas,2000-01-02,49.5-13-15-14,49-14-15-13,,48-15-15-15,-,1.00%,1.00%,-,-,0.00%,B,49.5-13-15-14
388,1500,Hippowdon,hippowdon,2001-01-03,18.5-0-14-10,18-4-15-11,,17-15-15-15,-,-9.00%,-8.00%,-,-,-8.00%,M,17-15-15-15
389,1500,Hitmonchan,hitmonchan,2001-04-07,24.5-0-11-15,23.5-5-15-15,,22.5-15-15-15,-,2.00%,2.00%,-,-,0.00%,B,24.5-0-11-15
390,1500,Hitmonchan (Shadow),hitmonchan_shadow,2001-05-07,24.5-0-11-15,23.5-5-15-15,,22.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,22.5-15-15-15
391,1500,Hitmonlee,hitmonlee,2001-02-05,21.5-2-15-15,21.5-6-15-10,,20-15-15-15,-,3.00%,13.00%,-,-,10.00%,B,21.5-2-15-15
392,1500,Hitmonlee (Shadow),hitmonlee_shadow,2001-02-06,21.5-2-15-15,21.5-6-15-10,,20-15-15-15,-,0.00%,11.00%,-,-,8.00%,D,21.5-6-15-10
393,1500,Hitmontop,hitmontop,2000-01-03,26.5-0-14-15,26.5-4-13-9,,24-15-15-15,-,8.00%,7.00%,-,-,0.00%,B,26.5-0-14-15
394,1500,Ho-Oh,ho_oh,2017-01-02,14.5-1-11-15,14.5-4-8-12,,13.5-15-15-15,-,-37.00%,-27.00%,-,-,-27.00%,M,13.5-15-15-15
395,1500,Honchkrow,honchkrow,2001-01-04,20.5-0-15-15,20.5-6-10-15,,19-15-15-15,-,-53.00%,-51.00%,-,-,53.00%,D,20.5-6-10-15
396,1500,Honedge,honedge,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
397,1500,Hoothoot,hoothoot,2000-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
398,1500,Hoppip,hoppip,2000-02-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
399,1500,Hoppip (Shadow),hoppip_shadow,2000-03-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
400,1500,Horsea,horsea,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
401,1500,Houndoom,houndoom,2001-01-03,21.5-0-13-13,21-6-11-14,,19.5-15-15-15,-,2.00%,5.00%,-,-,3.00%,B,21.5-0-13-13
402,1500,Houndoom (Mega),houndoom_mega,2001-01-03,14.5-0-12-14,14-7-15-15,,13.5-15-15-15,-,-2.00%,-1.00%,-,-,2.00%,D,14-7-15-15
403,1500,Houndoom (Shadow),houndoom_shadow,2001-01-03,21.5-0-13-13,21-6-11-14,,19.5-15-15-15,-,-43.00%,-41.00%,-,-,-41.00%,M,19.5-15-15-15
404,1500,Houndour,houndour,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
405,1500,Houndour (Shadow),houndour_shadow,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
406,1500,Huntail,huntail,2001-01-02,24-1-15-15,24-4-14-11,,22-15-15-15,-,28.00%,30.00%,-,-,2.00%,B,24-1-15-15
407,1500,Hydreigon,hydreigon,2001-01-02,15.5-0-15-10,15-8-12-14,,14-15-15-15,-,0.00%,3.00%,-,-,3.00%,D,15-8-12-14
408,1500,Hypno,hypno,2000-08-09,28-0-13-13,27.5-4-8-14,,25-15-15-15,-,-32.00%,-29.00%,-,-,-29.00%,M,25-15-15-15
409,1500,Hypno (Shadow),hypno_shadow,2000-09-01,28-0-13-13,27.5-4-8-14,,25-15-15-15,-,9.00%,1.00%,-,-,0.00%,B,28-0-13-13
410,1500,Igglybuff,igglybuff,2000-01-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
411,1500,Illumise,illumise,2000-01-03,35.5-0-15-15,34-4-15-12,,29.5-15-15-15,-,2.00%,1.00%,-,-,-19.00%,B,35.5-0-15-15
412,1500,Infernape,infernape,2000-02-01,21-0-13-15,20.5-4-15-13,,19.5-15-15-15,-,-14.00%,-1.00%,-,-,-1.00%,M,19.5-15-15-15
413,1500,Inkay,inkay,2000-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
414,1500,Ivysaur,ivysaur,2001-01-03,38.5-0-13-14,37.5-4-13-10,23.5-7-14-10,31.5-15-15-15,-,-12.00%,-8.00%,-,-,-6.00%,M,31.5-15-15-15
415,1500,Ivysaur (Shadow),ivysaur_shadow,2001-02-03,38.5-0-13-14,37.5-4-13-10,,31.5-15-15-15,-,-54.00%,-53.00%,-,-,-53.00%,M,31.5-15-15-15
416,1500,Jellicent,jellicent,2001-01-03,24.5-1-14-14,24-4-12-15,23.5-7-14-10,22-15-15-15,-,0.00%,4.00%,-,-,3.00%,D,24-4-12-15
417,1500,Jigglypuff,jigglypuff,2000-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
418,1500,Jirachi,jirachi,2001-02-03,16.5-10-15-13,16.5-12-10-14,,16-15-15-15,-,-16.00%,-15.00%,-,-,16.00%,D,16.5-12-10-14
419,1500,Jolteon,jolteon,2001-01-02,19.5-0-12-15,19-6-12-14,16-10-15-9,18-15-15-15,-,-28.00%,-26.00%,-,-,-26.00%,M,18-15-15-15
420,1500,Joltik,joltik,2001-03-02,50-15-15-15,50-15-15-15,16-10-15-9,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
421,1500,Jumpluff,jumpluff,2000-01-03,43-0-14-14,41-4-10-15,26.5-6-11-13,34-15-15-15,-,-2.00%,3.00%,-,-,-26.00%,M,34-15-15-15
422,1500,Jumpluff (Shadow),jumpluff_shadow,2000-01-03,43-0-14-14,41-4-10-15,,34-15-15-15,-,2.00%,1.00%,-,-,-36.00%,B,43-0-14-14
423,1500,Jynx,jynx,2000-01-04,22-0-14-15,22-4-11-11,,20.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,20.5-15-15-15
424,1500,Kabuto,kabuto,2000-01-02,49.5-10-15-15,49-12-14-15,,47-15-15-15,-,-36.00%,-35.00%,-,-,-35.00%,M,47-15-15-15
425,1500,Kabutops,kabutops,2001-02-01,21-0-14-10,20.5-4-14-11,,19-15-15-15,-,-38.00%,-37.00%,-,-,-37.00%,M,19-15-15-15
426,1500,Kadabra,kadabra,2000-04-03,27-2-15-14,26.5-6-14-15,,25.5-15-15-15,-,0.00%,2.00%,-,-,1.00%,D,26.5-6-14-15
427,1500,Kadabra (Shadow),kadabra_shadow,2000-04-03,27-2-15-14,26.5-6-14-15,,25.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,25.5-15-15-15
428,1500,Kakuna,kakuna,2000-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
429,1500,Kakuna (Shadow),kakuna_shadow,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
430,1500,Kangaskhan,kangaskhan,2001-06-02,22-0-14-15,22-4-15-4,,20-15-15-15,-,-18.00%,-18.00%,-,-,-18.00%,M,20-15-15-15
431,1500,Karrablast,karrablast,2000-02-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
432,1500,Kecleon,kecleon,2001-03-02,28-0-15-15,27.5-4-14-13,,25.5-15-15-15,-,2.00%,5.00%,-,-,3.00%,B,28-0-15-15
433,1500,Keldeo (Ordinary),keldeo_ordinary,2001-02-04,15-0-15-15,15-4-14-8,,14-15-15-15,-,-1.00%,-17.00%,-,-,-17.00%,M,14-15-15-15
434,1500,Keldeo (Resolute),keldeo_resolute,2001-02-04,15-0-15-15,15-4-14-8,,14-15-15-15,-,-1.00%,-17.00%,-,-,-17.00%,M,14-15-15-15
435,1500,Kingdra,kingdra,2000-04-03,21.5-0-15-13,21-5-12-15,,19.5-15-15-15,-,0.00%,6.00%,-,-,3.00%,D,21-5-12-15
436,1500,Kingler,kingler,2002-01-04,20-0-9-15,19.5-4-14-13,,18.5-15-15-15,-,-13.00%,-11.00%,-,-,-11.00%,M,18.5-15-15-15
437,1500,Kirlia,kirlia,2001-01-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
438,1500,Kirlia (Shadow),kirlia_shadow,2001-01-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
439,1500,Klang,klang,2001-01-02,32.5-0-15-15,31.5-4-11-14,,28-15-15-15,-,-14.00%,-8.00%,-,-,-8.00%,M,28-15-15-15
440,1500,Klefki,klefki,2000-03-04,29.5-0-15-14,29.5-4-6-14,,26.5-15-15-15,-,-10.00%,15.00%,-,-,14.00%,D,29.5-4-6-14
441,1500,Klink,klink,2001-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
442,1500,Klinklang,klinklang,2001-03-04,21.5-0-13-15,21-5-15-12,,19.5-15-15-15,-,-35.00%,-34.00%,-,-,-34.00%,M,19.5-15-15-15
443,1500,Koffing,koffing,2001-01-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
444,1500,Koffing (Shadow),koffing_shadow,2000-01-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
445,1500,Krabby,krabby,2000-02-01,43-0-15-15,42-4-14-14,,37-15-15-15,-,-3.00%,4.00%,-,-,2.00%,D,42-4-14-14
446,1500,Kricketot,kricketot,1-1-0,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
447,1500,Kricketune,kricketune,2000-03-01,39.5-0-15-15,38-4-13-15,,33.5-15-15-15,-,-10.00%,-5.00%,-,-,-5.00%,M,33.5-15-15-15
448,1500,Krokorok,krokorok,2001-02-03,49-6-15-15,50-4-14-15,,44.5-15-15-15,-,0.00%,1.00%,-,-,1.00%,D,50-4-14-15
449,1500,Krookodile,krookodile,2001-01-02,18.5-0-13-14,18.5-4-7-14,,17-15-15-15,-,-26.00%,-23.00%,-,-,-23.00%,M,17-15-15-15
450,1500,Kyogre,kyogre,2000-03-04,13.5-1-14-13,13.5-6-10-9,,12.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,12.5-15-15-15
451,1500,Kyurem,kyurem,2000-03-01,15.5-1-15-15,15.5-6-13-8,,14.5-15-15-15,-,1.00%,1.00%,-,-,10.00%,B,15.5-1-15-15
452,1500,Kyurem (Black),kyurem_black,2001-03-04,12-1-12-15,12-4-9-13,,11-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,11-15-15-15
453,1500,Kyurem (White),kyurem_white,2000-03-02,12-1-12-15,12-4-9-13,,11-15-15-15,-,0.00%,13.00%,-,-,2.00%,D,12-4-9-13
454,1500,Lairon,lairon,2001-04-01,28-0-14-15,28-4-4-15,,25.5-15-15-15,-,18.00%,4.00%,-,-,3.00%,B,28-0-14-15
455,1500,Lairon (Shadow),lairon_shadow,2001-04-01,28-0-14-15,28-4-4-15,,25.5-15-15-15,-,1.00%,4.00%,-,-,4.00%,B,28-0-14-15
456,1500,Lampent,lampent,2001-01-02,37-0-15-14,36.5-4-11-14,22.5-6-12-9,31-15-15-15,-,0.00%,2.00%,-,-,2.00%,D,36.5-4-11-14
457,1500,Landorus (Incarnate),landorus_incarnate,2000-04-01,15.5-1-15-12,15.5-5-9-12,,14.5-15-15-15,-,-4.00%,-1.00%,-,-,3.00%,D,15.5-5-9-12
458,1500,Landorus (Therian),landorus_therian,2001-04-02,14-2-15-14,14-4-11-14,,13-15-15-15,-,-3.00%,-33.00%,-,-,-3.00%,M,13-15-15-15
459,1500,Lanturn,lanturn,2001-03-01,28-0-13-14,27-5-14-12,,25-15-15-15,-,-5.00%,-2.00%,-,-,-1.00%,M,25-15-15-15
460,1500,Lapras,lapras,2001-06-05,22-0-10-14,21.5-4-10-13,,19.5-15-15-15,-,-17.00%,-8.00%,-,-,-8.00%,M,19.5-15-15-15
461,1500,Lapras (Shadow),lapras_shadow,2001-07-06,22-0-10-14,21.5-4-10-13,,19.5-15-15-15,-,-10.00%,-7.00%,-,-,-37.00%,M,19.5-15-15-15
462,1500,Larvesta,larvesta,2001-02-01,47.5-0-15-15,44.5-6-15-15,,40-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,40-15-15-15
463,1500,Larvitar,larvitar,2000-02-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
464,1500,Larvitar (Shadow),larvitar_shadow,2000-02-04,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
465,1500,Latias,latias,2001-01-02,16-1-12-14,16-5-12-7,,14.5-15-15-15,-,3.00%,3.00%,-,-,0.00%,B,16-1-12-14
466,1500,Latios,latios,2000-01-02,14.5-1-14-15,14.5-4-10-14,,13.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,13.5-15-15-15
467,1500,Leafeon,leafeon,2000-03-02,19-1-15-14,18.5-7-13-15,,17.5-15-15-15,-,0.00%,4.00%,-,-,2.00%,D,18.5-7-13-15
468,1500,Leavanny,leavanny,2001-01-04,22-0-13-14,22-4-9-11,,20-15-15-15,-,-8.00%,-6.00%,-,-,-6.00%,M,20-15-15-15
469,1500,Ledian,ledian,2000-01-02,50-13-15-15,49-15-14-15,,48.5-15-15-15,-,-22.00%,-22.00%,-,-,21.00%,D,49-15-14-15
470,1500,Ledyba,ledyba,2000-01-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
471,1500,Lickilicky,lickilicky,2000-01-04,23.5-0-15-10,23-5-8-14,,21-15-15-15,-,-13.00%,-9.00%,-,-,-8.00%,M,21-15-15-15
472,1500,Lickitung,lickitung,2000-01-03,50-8-14-15,50-9-14-11,,44.5-15-15-15,-,-5.00%,-17.00%,-,-,-16.00%,M,44.5-15-15-15
473,1500,Liepard,liepard,2001-01-04,31.5-0-15-14,31-4-15-10,,28-15-15-15,-,-9.00%,-6.00%,-,-,10.00%,D,31-4-15-10
474,1500,Lileep,lileep,2001-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
475,1500,Lileep (Shadow),lileep_shadow,2001-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
476,1500,Lilligant,lilligant,2000-02-01,22-0-15-15,21.5-4-15-15,,20.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,20.5-15-15-15
477,1500,Lillipup,lillipup,2000-03-02,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
478,1500,Linoone,linoone,2000-02-03,40-0-15-14,39-4-15-8,,33-15-15-15,-,-27.00%,-24.00%,-,-,-23.00%,M,33-15-15-15
479,1500,Linoone (Galarian),linoone_galarian,2001-01-03,40-0-15-14,39-4-15-8,,33-15-15-15,-,-9.00%,-5.00%,-,-,-3.00%,M,33-15-15-15
480,1500,Litleo,litleo,2000-03-01,50-4-15-15,49-6-15-14,18-6-7-13,44-15-15-15,-,-34.00%,-33.00%,-,-,-16.00%,M,44-15-15-15
481,1500,Litwick,litwick,2001-02-01,50-15-15-15,50-15-15-15,18-6-7-14,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
482,1500,Lombre,lombre,2000-02-03,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
483,1500,Lopunny,lopunny,2000-01-03,28-0-15-14,27.5-4-15-10,,25.5-15-15-15,-,2.00%,18.00%,-,-,-18.00%,B,28-0-15-14
484,1500,Lopunny (Mega),lopunny_mega,2001-01-02,15-0-13-11,14.5-7-12-15,,14-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,14-15-15-15
485,1500,Lotad,lotad,2000-02-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
486,1500,Loudred,loudred,2000-03-01,50-15-15-15,50-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
487,1500,Lucario,lucario,2001-04-05,20.5-1-15-15,20.5-5-14-10,,19-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,19-15-15-15
488,1500,Ludicolo,ludicolo,2000-04-05,24.5-0-15-15,24-6-13-12,,22.5-15-15-15,-,1.00%,-64.00%,-,-,-64.00%,M,22.5-15-15-15
489,1500,Lugia,lugia,2001-04-01,15-4-14-15,15-5-9-15,,14-15-15-15,-,-30.00%,-27.00%,-,-,-27.00%,M,14-15-15-15
490,1500,Lumineon,lumineon,2001-01-03,34.5-0-15-12,33-4-13-12,,28.5-15-15-15,-,-10.00%,-7.00%,-,-,-7.00%,M,28.5-15-15-15
491,1500,Lunatone,lunatone,2000-03-02,24.5-0-15-14,23.5-7-15-14,,22.5-15-15-15,-,-23.00%,-21.00%,-,-,-21.00%,M,22.5-15-15-15
