#,LeagueCP,Name,SpeciesID,Moves Set,BEST,DEFAULT,DEFAULT_XL,MAX,b2x,b2d,b2m,x2d,x2m,d2m,RESULT,IV
341,2500,巨牙鯊,sharpedo,1-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
342,2500,巨牙鯊 暗影化,sharpedo_shadow,1-01-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
343,2500,巨翅飛魚,mantine,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
344,2500,巨蔓藤,tangrowth,1-03-02,32-0-14-15,31-7-11-11,,28.5-15-15-15,-,-27.00%,-25.00%,-,-,-25.00%,M,28.5-15-15-15
345,2500,巨金怪,metagross,0-03-01,24.5-0-15-13,23.5-11-15-13,23.5-11-15-13,23-15-15-15,-31.00%,-31.00%,-31.00%,0.00%,-31.00%,-31.00%,M,23-15-15-15
347,2500,巨金怪 暗影化,metagross_shadow,0-04-05,24.5-0-15-13,23.5-11-15-13,23.5-11-15-13,23-15-15-15,-15.00%,-15.00%,-15.00%,0.00%,-15.00%,-15.00%,M,23-15-15-15
349,2500,巨鉗螳螂,scizor,0-02-01,32-0-15-15,31-6-11-14,,29-15-15-15,-,-10.00%,-8.00%,-,-,-7.00%,M,29-15-15-15
350,2500,巨鉗螳螂 暗影化,scizor_shadow,0-03-02,32-0-15-15,31-6-11-14,,29-15-15-15,-,-33.00%,-31.00%,-,-,-31.00%,M,29-15-15-15
351,2500,巨鉗蟹,kingler,0-01-04,35.5-0-15-15,36-5-7-13,,31.5-15-15-15,-,-14.00%,-13.00%,-,-,0.00%,M,31.5-15-15-15
352,2500,差不多娃娃,audino,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
353,2500,巴大蝶,butterfree,1-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
354,2500,布里卡隆,chesnaught,2-04-01,33.5-1-15-14,31-9-14-15,,29.5-15-15-15,-,-5.00%,10.00%,-,-,-8.00%,M,29.5-15-15-15
355,2500,布魯,snubbull,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
356,2500,布魯皇,granbull,2-01-02,44-0-15-14,39-15-13-15,,38.5-15-15-15,-,-13.00%,-13.00%,-,-,11.00%,D,39-15-13-15
357,2500,帕奇利茲,pachirisu,1-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
358,2500,帕路奇亞,palkia,0-01-02,23-2-15-14,22.5-8-15-12,,21.5-15-15-15,-,2.00%,2.00%,-,-,0.00%,B,23-2-15-14
359,2500,帝牙海獅,walrein,1-01-02,39.5-0-15-15,39-5-9-12,,34-15-15-15,-,-24.00%,-22.00%,-,-,-22.00%,M,34-15-15-15
360,2500,帝牙盧卡,dialga,0-02-01,23-1-13-12,22.5-5-12-14,22.5-5-12-14,21.5-15-15-15,1.00%,1.00%,1.00%,0.00%,1.00%,1.00%,B,23-1-13-12
362,2500,帝王拿波,empoleon,1-04-02,34.5-1-15-14,33.5-7-14-9,,30-15-15-15,-,3.00%,2.00%,-,-,0.00%,B,34.5-1-15-14
363,2500,師父鼬,mienshao,1-01-02,38.5-0-14-15,37.5-9-12-11,,34.5-15-15-15,-,-10.00%,-10.00%,-,-,10.00%,D,37.5-9-12-11
364,2500,席多藍恩,heatran,1-02-04,24.5-2-15-15,24-8-15-12,,23-15-15-15,-,-4.00%,12.00%,-,-,0.00%,M,23-15-15-15
365,2500,幕下力士,makuhita,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
366,2500,幸福蛋,blissey,0-03-02,41-0-15-14,38.5-5-13-11,,33-15-15-15,-,2.00%,16.00%,-,-,3.00%,B,41-0-15-14
367,2500,幼基拉斯,larvitar,0-02-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
368,2500,幼基拉斯 暗影化,larvitar_shadow,0-02-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
369,2500,幾何雪花,cryogonal,1-02-01,37.5-0-15-15,35-8-12-15,,32.5-15-15-15,-,1.00%,1.00%,-,-,-14.00%,B,37.5-0-15-15
370,2500,引夢貘人,hypno,0-04-06,50-15-15-15,40-15-15-15,50-15-15-15,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
371,2500,引夢貘人 暗影化,hypno_shadow,0-05-07,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
372,2500,彩粉蝶,vivillon,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
373,2500,彷徨夜靈,dusclops,1-04-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
374,2500,彷徨夜靈 暗影化,dusclops_shadow,1-04-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
375,2500,心蝙蝠,swoobat,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
376,2500,快拳郎,hitmonchan,1-02-04,50-4-15-15,40-15-15-15,,45.5-15-15-15,-,18.00%,-11.00%,-,-,0.00%,M,45.5-15-15-15
377,2500,快拳郎 暗影化,hitmonchan_shadow,1-02-05,50-4-15-15,40-15-15-15,,45.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,45.5-15-15-15
378,2500,快龍,dragonite,0-02-06,24.5-0-13-15,24.5-5-8-11,24.5-5-8-11,23-15-15-15,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,M,23-15-15-15
380,2500,快龍 暗影化,dragonite_shadow,0-02-05,24.5-0-13-15,24.5-5-8-11,24.5-5-8-11,23-15-15-15,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,M,23-15-15-15
382,2500,念力土偶,claydol,0-02-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
383,2500,急凍鳥,articuno,1-05-03,31.5-1-15-15,31.5-5-15-6,,28.5-15-15-15,-,-8.00%,-8.00%,-,-,-7.00%,M,28.5-15-15-15
384,2500,急凍鳥 暗影化,articuno_shadow,1-06-04,31.5-1-15-15,31.5-5-15-6,,28.5-15-15-15,-,-4.00%,-22.00%,-,-,-22.00%,M,28.5-15-15-15
385,2500,怨影娃娃,shuppet,1-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
386,2500,怨影娃娃 暗影化,shuppet_shadow,1-03-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
387,2500,怪力,machamp,1-02-06,31-0-15-14,30-5-12-14,30.5-5-10-14,28.5-15-15-15,-15.00%,-15.00%,-13.00%,15.00%,-13.00%,-13.00%,M,28.5-15-15-15
389,2500,怪力 暗影化,machamp_shadow,1-02-06,31-0-15-14,30-5-12-14,30.5-5-10-14,28.5-15-15-15,0.00%,0.00%,3.00%,0.00%,2.00%,2.00%,D,30-5-12-14
391,2500,怪顎龍,tyrantrum,1-04-03,30-0-12-15,29.5-8-9-11,,27.5-15-15-15,-,0.00%,5.00%,-,-,0.00%,M,27.5-15-15-15
392,2500,恰雷姆,medicham,0-01-04,50-15-15-15,40-15-15-15,50-15-15-15,50-15-15-15,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,M,50-15-15-15
394,2500,愛心魚,luvdisc,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
395,2500,懶人獺,slakoth,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
396,2500,戰槌龍,rampardos,0-03-01,28-0-14-15,28-5-12-9,,26.5-15-15-15,-,16.00%,16.00%,-,-,0.00%,B,28-0-14-15
397,2500,戰舞郎,hitmontop,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
398,2500,戴魯比,houndour,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
399,2500,戴魯比 暗影化,houndour_shadow,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
400,2500,扒手貓,purrloin,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
401,2500,打擊鬼,sawk,1-01-03,37.5-0-15-11,37.5-5-8-11,,32.5-15-15-15,-,0.00%,1.00%,-,-,-37.00%,M,32.5-15-15-15
402,2500,投摔鬼,throh,0-01-03,45-0-14-15,39-14-14-14,,38-15-15-15,-,4.00%,4.00%,-,-,0.00%,B,45-0-14-15
403,2500,拉帝亞斯,latias,1-01-02,26.5-1-15-14,26-6-10-15,,24.5-15-15-15,-,0.00%,3.00%,-,-,2.00%,D,26-6-10-15
404,2500,拉帝歐斯,latios,0-01-02,24-2-15-15,24-7-13-9,,22.5-15-15-15,-,-12.00%,0.00%,-,-,0.00%,M,22.5-15-15-15
405,2500,拉普拉斯,lapras,1-07-04,42.5-0-15-15,37.5-12-13-15,41.5-2-15-15,36-15-15-15,-,1.00%,1.00%,-,-,-6.00%,B,42.5-0-15-15
409,2500,拉普拉斯 暗影化,lapras_shadow,1-7-5,42.5-0-15-15,37.5-12-13-15,41.5-2-15-15,36-15-15-15,-5%,-1%,4%,-1%,3%,0%,D,37.5-12-13-15
407,2500,拉達,raticate,1-03-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
408,2500,拉達 暗影化,raticate_shadow,1-04-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
409,2500,拉達 阿羅拉型態,raticate_alolan,1-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
410,2500,拉魯拉絲,ralts,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
411,2500,拉魯拉絲 暗影化,ralts_shadow,1-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
412,2500,捲捲耳,buneary,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
413,2500,捷克羅姆,zekrom,1-01-04,23-1-13-12,22.5-5-12-14,,21.5-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,21.5-15-15-15
414,2500,掘地兔,diggersby,1-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
415,2500,掘掘兔,bunnelby,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
416,2500,探探鼠,patrat,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
417,2500,搖籃百合,cradily,1-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
418,2500,搬運小匠,timburr,0-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
419,2500,摔角鷹人,hawlucha,1-01-03,49-0-15-15,40-15-15-15,,42.5-15-15-15,-,-42.00%,-43.00%,-,-,0.00%,M,42.5-15-15-15
420,2500,摩魯蛾,venomoth,2-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
421,2500,摩魯蛾 暗影化,venomoth_shadow,2-03-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
422,2500,敏捷蟲,accelgor,1-04-03,47.5-0-15-13,40-15-15-15,,41.5-15-15-15,-,-30.00%,-30.00%,-,-,0.00%,M,41.5-15-15-15
423,2500,敗露球菇,amoonguss,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
424,2500,斑斑馬,blitzle,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
425,2500,斗笠菇,breloom,1-01-02,41-0-14-15,37.5-13-13-14,,36.5-15-15-15,-,3.00%,3.00%,-,-,0.00%,B,41-0-14-15
426,2500,斧牙龍,fraxure,0-02-03,50-12-15-15,40-15-15-15,,49-15-15-15,-,16.00%,0.00%,-,-,0.00%,M,49-15-15-15
427,2500,時拉比,celebi,1-04-03,27.5-10-13-15,27.5-10-15-10,,26.5-15-15-15,-,0.00%,-15.00%,-,-,-15.00%,M,26.5-15-15-15
428,2500,晃晃斑,spinda,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
429,2500,暖暖豬,tepig,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
430,2500,暴雪王,abomasnow,0-05-02,50-3-15-14,40-15-15-15,49.5-5-12-15,44.5-15-15-15,-23.00%,-17.00%,-21.00%,23.00%,-20.00%,0.00%,M,44.5-15-15-15
431,2500,暴雪王 (Mega),abomasnow_mega,0-05-02,27.5-0-12-15,27-7-8-14,,25.5-15-15-15,-,-3.00%,4.00%,-,-,1.00%,D,27-7-8-14
433,2500,暴雪王 暗影化,abomasnow_shadow,0-05-02,50-3-15-14,40-15-15-15,49.5-5-12-15,44.5-15-15-15,-2.00%,15.00%,3.00%,46.00%,2.00%,0.00%,X,49.5-5-12-15
435,2500,暴飛龍,salamence,1-04-02,24.5-1-15-15,24.5-5-11-12,,23-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,23-15-15-15
436,2500,暴飛龍 暗影化,salamence_shadow,1-05-02,24.5-1-15-15,24.5-5-11-12,,23-15-15-15,-,1.00%,0.00%,-,-,0.00%,M,23-15-15-15
437,2500,暴鯉龍,gyarados,1-01-02,27.5-0-15-14,27.5-6-7-11,27.5-5-12-7,25.5-15-15-15,-9.00%,-11.00%,-8.00%,-11.00%,-8.00%,11.00%,D,27.5-6-7-11
439,2500,暴鯉龍 暗影化,gyarados_shadow,1-01-02,27.5-0-15-14,27.5-6-7-11,27.5-5-12-7,25.5-15-15-15,2.00%,0.00%,2.00%,-1.00%,0.00%,1.00%,D,27.5-6-7-11
441,2500,月亮伊布,umbreon,1-02-03,50-15-15-15,40-15-15-15,50-15-15-15,50-15-15-15,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,M,50-15-15-15
443,2500,月桂葉,bayleef,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
444,2500,月石,lunatone,0-03-02,50-5-15-15,40-15-15-15,,45.5-15-15-15,-,41.00%,0.00%,-,-,0.00%,M,45.5-15-15-15
445,2500,朝北鼻,nosepass,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
446,2500,木守宮,treecko,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
447,2500,木棉球,cottonee,1-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
448,2500,未知圖騰,unown,12-1-0,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
449,2500,朽木妖,trevenant,0-02-03,43.5-1-15-15,38.5-14-15-15,,38-15-15-15,-,-8.00%,-8.00%,-,-,-8.00%,M,38-15-15-15
450,2500,東施喵,purugly,1-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
451,2500,果然翁,wobbuffet,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
452,2500,果然翁 暗影化,wobbuffet_shadow,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
453,2500,森林蜥蜴,grovyle,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
454,2500,椰蛋樹,exeggutor,0-03-01,31.5-1-15-15,31-6-12-12,,29-15-15-15,-,-1.00%,-23.00%,-,-,-23.00%,M,29-15-15-15
455,2500,椰蛋樹 暗影化,exeggutor_shadow,0-03-02,31.5-1-15-15,31-6-12-12,,29-15-15-15,-,0.00%,2.00%,-,-,0.00%,M,29-15-15-15
456,2500,椰蛋樹 阿羅拉型態,exeggutor_alolan,0-02-01,31.5-1-15-15,31-6-12-12,,29-15-15-15,-,-65.00%,-64.00%,-,-,-64.00%,M,29-15-15-15
457,2500,榛果球,pineco,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
458,2500,榛果球 暗影化,pineco_shadow,0-02-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
459,2500,樂天河童,ludicolo,0-02-04,50-6-14-15,40-15-15-15,,45.5-15-15-15,-,26.00%,-22.00%,-,-,0.00%,M,45.5-15-15-15
460,2500,樹才怪,sudowoodo,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
461,2500,樹林龜,grotle,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
462,2500,樹林龜 暗影化,grotle_shadow,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
463,2500,橡實果,seedot,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
464,2500,橡實果 暗影化,seedot_shadow,0-04-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
465,2500,櫻花兒 盛開型態,cherrim_sunny,0-04-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
466,2500,櫻花兒 花苞型態,cherrim_overcast,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
467,2500,櫻花寶,cherubi,0-03-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
468,2500,櫻花魚,gorebyss,1-02-03,46.5-0-15-12,40-15-15-15,,40-15-15-15,-,-12.00%,-12.00%,-,-,0.00%,M,40-15-15-15
469,2500,正電拍拍,plusle,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
470,2500,步哨鼠,watchog,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
471,2500,死神板,runerigus,0-03-02,50-10-15-15,40-15-15-15,,47.5-15-15-15,-,21.00%,-19.00%,-,-,0.00%,M,47.5-15-15-15
472,2500,死神棺,cofagrigus,0-03-01,50-10-15-15,40-15-15-15,,47.5-15-15-15,-,37.00%,-36.00%,-,-,0.00%,M,47.5-15-15-15
473,2500,毒刺水母,tentacruel,1-03-04,50-0-13-15,40-15-15-15,,42.5-15-15-15,-,10.00%,8.00%,-,-,0.00%,B,50-0-13-15
474,2500,毒粉蛾,dustox,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
475,2500,毒薔薇,roselia,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
476,2500,毒藻龍,dragalge,1-01-04,50-1-15-15,40-15-15-15,,43.5-15-15-15,-,7.00%,-8.00%,-,-,0.00%,M,43.5-15-15-15
477,2500,毒骷蛙,toxicroak,0-02-03,46.5-0-15-12,40-15-15-15,45-5-14-11,40-15-15-15,-34.00%,-33.00%,-33.00%,-33.00%,-33.00%,0.00%,M,40-15-15-15
479,2500,比克提尼,victini,0-04-03,27.5-10-13-15,27.5-10-15-10,,26.5-15-15-15,-,0.00%,-39.00%,-,-,-39.00%,M,26.5-15-15-15
480,2500,比比鳥,pidgeotto,1-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
481,2500,毛球,venonat,1-01-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
482,2500,毛球 暗影化,venonat_shadow,1-02-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
483,2500,毛頭小鷹,rufflet,1-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
484,2500,毽子棉,jumpluff,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
485,2500,毽子棉 暗影化,jumpluff_shadow,0-03-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
486,2500,毽子花,skiploom,0-03-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
487,2500,毽子花 暗影化,skiploom_shadow,0-04-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
488,2500,毽子草,hoppip,0-02-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
489,2500,毽子草 暗影化,hoppip_shadow,0-03-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
490,2500,水伊布,vaporeon,0-01-03,30.5-0-15-13,29-9-15-12,,28-15-15-15,-,1.00%,1.00%,-,-,-11.00%,B,30.5-0-15-13
491,2500,水君,suicune,2018-01-03,33-2-15-14,33.5-5-8-9,,29-15-15-15,-,-2.00%,4.00%,-,-,3.00%,D,33.5-5-8-9
492,2500,水君 暗影化,suicune_shadow,2018-01-04,33-2-15-14,33.5-5-8-9,,29-15-15-15,-,-5.00%,-2.00%,-,-,5.00%,D,33.5-5-8-9
493,2500,水晶燈火靈,chandelure,0-04-02,28.5-0-15-12,27.5-7-14-14,,26.5-15-15-15,-,0.00%,3.00%,-,-,2.00%,D,27.5-7-14-14
494,2500,水水獺,oshawott,1-01-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
495,2500,水箭龜,blastoise,1-02-04,48.5-0-12-15,40-15-15-15,,41-15-15-15,-,-11.00%,-12.00%,-,-,0.00%,M,41-15-15-15
496,2500,水箭龜 (Mega),blastoise_mega,1-02-04,23.5-0-14-15,23-10-14-9,,22-15-15-15,-,3.00%,4.00%,-,-,0.00%,B,23.5-0-14-15
497,2500,水箭龜 暗影化,blastoise_shadow,1-03-05,48.5-0-12-15,40-15-15-15,,41-15-15-15,-,-3.00%,-3.00%,-,-,0.00%,M,41-15-15-15
498,2500,水躍魚,mudkip,1-04-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
499,2500,水躍魚 暗影化,mudkip_shadow,1-04-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
500,2500,沙基拉斯,pupitar,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
501,2500,沙基拉斯 暗影化,pupitar_shadow,0-02-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
502,2500,沙奈朵,gardevoir,1-04-05,30.5-0-12-15,29.5-9-11-12,29.5-5-15-12,28-15-15-15,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,M,28-15-15-15
504,2500,沙奈朵 暗影化,gardevoir_shadow,1-04-05,30.5-0-12-15,29.5-9-11-12,29.5-5-15-12,28-15-15-15,0.00%,0.00%,2.00%,0.00%,0.00%,0.00%,M,28-15-15-15
506,2500,沙河馬,hippopotas,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
507,2500,沙漠蜻蜓,flygon,1-01-03,41-0-13-15,36.5-14-14-13,,35.5-15-15-15,-,-21.00%,-21.00%,-,-,20.00%,D,36.5-14-14-13
508,2500,沙漠蜻蜓 暗影化,flygon_shadow,1-01-03,41-0-13-15,36.5-14-14-13,,35.5-15-15-15,-,2.00%,2.00%,-,-,60.00%,B,41-0-13-15
509,2500,沙鈴仙人掌,maractus,0-01-02,50-9-15-15,40-15-15-15,,47.5-15-15-15,-,15.00%,-12.00%,-,-,0.00%,M,47.5-15-15-15
510,2500,河馬獸,hippowdon,2-01-03,31-0-14-15,30-6-12-11,,28-15-15-15,-,3.00%,3.00%,-,-,0.00%,B,31-0-14-15
511,2500,沼王,quagsire,0-02-04,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
512,2500,沼躍魚,marshtomp,0-04-01,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
513,2500,沼躍魚 暗影化,marshtomp_shadow,0-04-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
514,2500,泡沫栗鼠,minccino,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
515,2500,波克基古,togetic,0-01-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
516,2500,波克基斯,togekiss,1-02-04,28-0-15-15,27.5-7-14-9,,26-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,26-15-15-15
517,2500,波克比,togepi,0-03-02,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
518,2500,波加曼,piplup,0-02-03,50-15-15-15,40-15-15-15,,50-15-15-15,-,0.00%,0.00%,-,-,0.00%,M,50-15-15-15
519,2500,波士可多拉,aggron,2-02-01,33-0-13-15,31.5-7-15-9,,29-15-15-15,-,1.00%,1.00%,-,-,-28.00%,B,33-0-13-15
